State,Year,Gender,Race,Deaths,Population,age_grp
Oklahoma,2014,M,American Indian or Alaska Native,11,28917,25-34
Oklahoma,2014,M,White,56,207535,25-34
Oklahoma,2014,F,White,46,182545,35-44
Oklahoma,2014,M,White,38,186263,35-44
Oklahoma,2014,F,White,67,198602,45-54
Oklahoma,2014,M,White,63,197791,45-54
Oklahoma,2014,F,White,43,203728,55-64
Oklahoma,2014,M,White,46,192835,55-64
Oklahoma,2014,F,White,13,148138,65-74
Oregon,1999,M,White,26,218747,25-34
Oregon,1999,F,White,12,247413,35-44
Oregon,1999,M,White,36,247754,35-44
Oregon,1999,M,White,20,233209,45-54
Oregon,2000,M,White,12,220754,25-34
Oregon,2000,F,White,18,243562,35-44
Oregon,2000,M,White,27,243908,35-44
Oregon,2000,M,White,19,238094,45-54
Oregon,2001,M,White,12,221159,25-34
Oregon,2001,F,White,19,239311,35-44
Oregon,2001,M,White,33,240299,35-44
Oregon,2001,F,White,16,249792,45-54
Oregon,2001,M,White,25,246558,45-54
Oregon,2002,M,White,16,222724,25-34
Oregon,2002,F,White,25,234945,35-44
Oregon,2002,M,White,37,237246,35-44
Oregon,2002,F,White,34,251971,45-54
Oregon,2002,M,White,40,247760,45-54
Oregon,2003,M,White,18,223149,25-34
Oregon,2003,F,White,18,230385,35-44
Oregon,2003,M,White,39,233934,35-44
Oregon,2003,F,White,37,255175,45-54
Oregon,2003,M,White,47,249397,45-54
Oregon,2003,M,White,12,171585,55-64
Oregon,2004,F,White,12,208679,25-34
Oregon,2004,M,White,24,221606,25-34
Oregon,2004,F,White,25,227313,35-44
Oregon,2004,M,White,39,231833,35-44
Oregon,2004,F,White,34,256531,45-54
Oregon,2004,M,White,41,249886,45-54
Oregon,2004,F,White,15,186981,55-64
Oregon,2004,M,White,13,181538,55-64
Oregon,2005,M,White,16,230782,15-24
Oregon,2005,F,White,12,210302,25-34
Oregon,2005,M,White,33,221287,25-34
Oregon,2005,F,White,24,226420,35-44
Oregon,2005,M,White,37,232252,35-44
Oregon,2005,F,White,32,258416,45-54
Oregon,2005,M,White,64,250567,45-54
Oregon,2005,F,White,13,198794,55-64
Oregon,2005,M,White,13,192078,55-64
Oregon,2006,M,White,20,231967,15-24
Oregon,2006,F,White,18,213853,25-34
Oregon,2006,M,White,43,223174,25-34
Oregon,2006,F,White,50,226222,35-44
Oregon,2006,M,White,35,232371,35-44
Oregon,2006,F,White,54,260098,45-54
Oregon,2006,M,White,72,251732,45-54
Oregon,2006,F,White,15,210421,55-64
Oregon,2006,M,White,25,202812,55-64
Oregon,2007,M,White,21,231801,15-24
Oregon,2007,F,White,20,218965,25-34
Oregon,2007,M,White,43,227424,25-34
Oregon,2007,F,White,30,224300,35-44
Oregon,2007,M,White,51,231905,35-44
Oregon,2007,F,White,52,259963,45-54
Oregon,2007,M,White,70,251462,45-54
Oregon,2007,F,White,20,220561,55-64
Oregon,2007,M,White,24,212078,55-64
Oregon,2008,M,White,31,231526,15-24
Oregon,2008,F,White,16,223821,25-34
Oregon,2008,M,White,49,231532,25-34
Oregon,2008,F,White,31,222257,35-44
Oregon,2008,M,White,51,229811,35-44
Oregon,2008,F,White,43,257874,45-54
Oregon,2008,M,White,56,249422,45-54
Oregon,2008,F,White,22,229528,55-64
Oregon,2008,M,White,21,220162,55-64
Oregon,2009,M,White,22,230483,15-24
Oregon,2009,F,White,23,228875,25-34
Oregon,2009,M,White,45,235829,25-34
Oregon,2009,F,White,22,219609,35-44
Oregon,2009,M,White,60,228289,35-44
Oregon,2009,F,White,63,254098,45-54
Oregon,2009,M,White,54,246730,45-54
Oregon,2009,F,White,20,238930,55-64
Oregon,2009,M,White,34,227904,55-64
Oregon,2010,M,White,20,228418,15-24
Oregon,2010,F,White,13,231027,25-34
Oregon,2010,M,White,56,236900,25-34
Oregon,2010,F,White,28,218835,35-44
Oregon,2010,M,White,38,227247,35-44
Oregon,2010,F,White,41,250878,45-54
Oregon,2010,M,White,45,244161,45-54
Oregon,2010,F,White,17,245739,55-64
Oregon,2010,M,White,36,233699,55-64
Oregon,2011,M,White,28,229258,15-24
Oregon,2011,F,White,20,233469,25-34
Oregon,2011,M,White,56,239492,25-34
Oregon,2011,F,White,36,218784,35-44
Oregon,2011,M,White,58,227198,35-44
Oregon,2011,F,White,49,245303,45-54
Oregon,2011,M,White,44,239656,45-54
Oregon,2011,F,White,23,254964,55-64
Oregon,2011,M,White,37,241809,55-64
Oregon,2012,M,White,25,229081,15-24
Oregon,2012,F,White,24,233829,25-34
Oregon,2012,M,White,44,239735,25-34
Oregon,2012,F,White,29,220549,35-44
Oregon,2012,M,White,45,228752,35-44
Oregon,2012,F,White,52,239589,45-54
Oregon,2012,M,White,54,235090,45-54
Oregon,2012,F,White,27,256202,55-64
Oregon,2012,M,White,24,242407,55-64
Oregon,2013,M,White,15,228490,15-24
Oregon,2013,F,White,17,234505,25-34
Oregon,2013,M,White,36,240020,25-34
Oregon,2013,F,White,31,222933,35-44
Oregon,2013,M,White,38,230912,35-44
Oregon,2013,F,White,35,234867,45-54
Oregon,2013,M,White,30,231674,45-54
Oregon,2013,F,White,27,258536,55-64
Oregon,2013,M,White,31,242845,55-64
Oregon,2013,F,White,10,173795,65-74
Oregon,2014,M,White,21,226532,15-24
Oregon,2014,F,White,20,237290,25-34
Oregon,2014,M,White,57,241957,25-34
Oregon,2014,F,White,27,224600,35-44
Oregon,2014,M,White,33,232380,35-44
Oregon,2014,F,White,39,232545,45-54
Oregon,2014,M,White,36,231143,45-54
Oregon,2014,F,White,31,260395,55-64
Oregon,2014,M,White,38,243211,55-64
Pennsylvania,1999,F,White,13,665343,15-24
Pennsylvania,1999,M,White,33,682634,15-24
Pennsylvania,1999,F,White,12,679965,25-34
Pennsylvania,1999,M,White,53,677463,25-34
Pennsylvania,1999,F,White,28,866437,35-44
Pennsylvania,1999,M,White,79,855660,35-44
Pennsylvania,1999,F,White,18,750604,45-54
Pennsylvania,1999,M,Black or African American,10,65467,45-54
Pennsylvania,1999,M,White,36,734941,45-54
Pennsylvania,2000,M,White,38,683657,15-24
Pennsylvania,2000,F,White,15,662688,25-34
Pennsylvania,2000,M,White,64,663784,25-34
Pennsylvania,2000,F,White,21,861006,35-44
Pennsylvania,2000,M,White,70,849039,35-44
Pennsylvania,2000,F,White,15,769215,45-54
Pennsylvania,2000,M,White,48,755199,45-54
Pennsylvania,2001,M,White,31,695636,15-24
Pennsylvania,2001,F,White,11,638226,25-34
Pennsylvania,2001,M,White,40,640946,25-34
Pennsylvania,2001,F,White,21,846356,35-44
Pennsylvania,2001,M,White,51,833437,35-44
Pennsylvania,2001,F,White,16,798573,45-54
Pennsylvania,2001,M,White,36,785019,45-54
Pennsylvania,2002,F,White,13,684846,15-24
Pennsylvania,2002,M,White,49,705040,15-24
Pennsylvania,2002,F,White,15,624700,25-34
Pennsylvania,2002,M,White,56,630233,25-34
Pennsylvania,2002,F,White,27,828642,35-44
Pennsylvania,2002,M,White,76,815795,35-44
Pennsylvania,2002,F,White,20,803396,45-54
Pennsylvania,2002,M,Black or African American,11,75056,45-54
Pennsylvania,2002,M,White,49,790274,45-54
Pennsylvania,2003,F,White,17,689891,15-24
Pennsylvania,2003,M,White,57,714832,15-24
Pennsylvania,2003,F,White,17,617364,25-34
Pennsylvania,2003,M,White,63,624088,25-34
Pennsylvania,2003,F,White,54,808332,35-44
Pennsylvania,2003,M,White,104,797271,35-44
Pennsylvania,2003,F,White,28,815443,45-54
Pennsylvania,2003,M,White,83,802377,45-54
Pennsylvania,2004,F,White,14,694071,15-24
Pennsylvania,2004,M,White,68,720687,15-24
Pennsylvania,2004,F,White,27,610330,25-34
Pennsylvania,2004,M,White,77,617653,25-34
Pennsylvania,2004,F,White,31,789799,35-44
Pennsylvania,2004,M,White,100,779653,35-44
Pennsylvania,2004,F,White,34,828816,45-54
Pennsylvania,2004,M,White,76,814760,45-54
Pennsylvania,2004,M,White,11,576484,55-64
Pennsylvania,2005,F,White,16,698984,15-24
Pennsylvania,2005,M,White,59,726724,15-24
Pennsylvania,2005,F,White,28,603692,25-34
Pennsylvania,2005,M,White,73,611092,25-34
Pennsylvania,2005,F,White,49,773118,35-44
Pennsylvania,2005,M,White,92,764491,35-44
Pennsylvania,2005,F,White,48,840142,45-54
Pennsylvania,2005,M,White,79,826057,45-54
Pennsylvania,2005,M,White,12,599064,55-64
Pennsylvania,2006,F,White,16,703883,15-24
Pennsylvania,2006,M,White,69,733142,15-24
Pennsylvania,2006,F,White,21,597145,25-34
Pennsylvania,2006,M,White,74,606606,25-34
Pennsylvania,2006,F,White,40,757484,35-44
Pennsylvania,2006,M,White,68,750235,35-44
Pennsylvania,2006,F,White,31,850060,45-54
Pennsylvania,2006,M,White,56,835686,45-54
Pennsylvania,2007,F,White,21,705783,15-24
Pennsylvania,2007,M,White,51,734139,15-24
Pennsylvania,2007,F,White,22,596595,25-34
Pennsylvania,2007,M,White,96,606565,25-34
Pennsylvania,2007,F,White,18,738533,35-44
Pennsylvania,2007,M,White,86,734110,35-44
Pennsylvania,2007,F,White,42,854928,45-54
Pennsylvania,2007,M,Black or African American,11,88805,45-54
Pennsylvania,2007,M,White,79,838720,45-54
Pennsylvania,2007,F,White,16,677747,55-64
Pennsylvania,2007,M,White,25,644730,55-64
Pennsylvania,2008,F,White,26,704861,15-24
Pennsylvania,2008,M,White,72,733542,15-24
Pennsylvania,2008,F,White,28,601552,25-34
Pennsylvania,2008,M,White,91,612101,25-34
Pennsylvania,2008,F,White,40,717674,35-44
Pennsylvania,2008,M,White,88,714668,35-44
Pennsylvania,2008,F,White,58,855434,45-54
Pennsylvania,2008,M,White,108,838968,45-54
Pennsylvania,2008,F,White,15,693928,55-64
Pennsylvania,2008,M,White,22,661988,55-64
Pennsylvania,2009,F,White,28,705998,15-24
Pennsylvania,2009,M,White,61,732871,15-24
Pennsylvania,2009,F,White,32,606486,25-34
Pennsylvania,2009,M,White,133,619470,25-34
Pennsylvania,2009,F,White,48,694804,35-44
Pennsylvania,2009,M,White,94,691931,35-44
Pennsylvania,2009,F,White,48,854824,45-54
Pennsylvania,2009,M,Black or African American,10,93207,45-54
Pennsylvania,2009,M,White,93,838449,45-54
Pennsylvania,2009,F,White,18,716512,55-64
Pennsylvania,2009,M,White,33,685735,55-64
Pennsylvania,2010,F,White,15,704025,15-24
Pennsylvania,2010,M,White,79,730354,15-24
Pennsylvania,2010,F,White,41,610309,25-34
Pennsylvania,2010,M,White,117,623845,25-34
Pennsylvania,2010,F,White,39,678604,35-44
Pennsylvania,2010,M,White,92,676658,35-44
Pennsylvania,2010,F,White,64,851307,45-54
Pennsylvania,2010,M,White,80,834612,45-54
Pennsylvania,2010,F,White,15,737032,55-64
Pennsylvania,2010,M,White,34,707009,55-64
Pennsylvania,2011,F,White,25,698813,15-24
Pennsylvania,2011,M,White,76,725393,15-24
Pennsylvania,2011,F,White,54,623957,25-34
Pennsylvania,2011,M,White,158,639886,25-34
Pennsylvania,2011,F,White,50,657725,35-44
Pennsylvania,2011,M,White,99,658226,35-44
Pennsylvania,2011,F,White,73,838377,45-54
Pennsylvania,2011,M,Black or African American,11,95017,45-54
Pennsylvania,2011,M,White,92,820909,45-54
Pennsylvania,2011,F,White,26,768173,55-64
Pennsylvania,2011,M,White,38,737504,55-64
Pennsylvania,2012,F,White,28,691148,15-24
Pennsylvania,2012,M,White,67,715681,15-24
Pennsylvania,2012,F,White,75,632333,25-34
Pennsylvania,2012,M,White,176,651167,25-34
Pennsylvania,2012,F,White,52,642615,35-44
Pennsylvania,2012,M,White,113,644719,35-44
Pennsylvania,2012,F,White,67,819877,45-54
Pennsylvania,2012,M,White,118,804184,45-54
Pennsylvania,2012,F,White,26,772764,55-64
Pennsylvania,2012,M,White,42,741520,55-64
Pennsylvania,2013,F,White,25,676757,15-24
Pennsylvania,2013,M,White,83,701565,15-24
Pennsylvania,2013,F,White,73,642788,25-34
Pennsylvania,2013,M,White,208,664966,25-34
Pennsylvania,2013,F,White,69,630404,35-44
Pennsylvania,2013,M,White,132,634456,35-44
Pennsylvania,2013,F,White,72,799082,45-54
Pennsylvania,2013,M,White,122,784125,45-54
Pennsylvania,2013,F,White,41,784372,55-64
Pennsylvania,2013,M,White,62,754067,55-64
Pennsylvania,2014,F,White,37,665359,15-24
Pennsylvania,2014,M,White,122,689793,15-24
Pennsylvania,2014,F,White,75,649614,25-34
Pennsylvania,2014,M,White,217,673659,25-34
Pennsylvania,2014,F,White,78,619667,35-44
Pennsylvania,2014,M,White,154,625020,35-44
Pennsylvania,2014,F,White,83,779802,45-54
Pennsylvania,2014,M,White,126,766309,45-54
Pennsylvania,2014,F,White,37,794608,55-64
Pennsylvania,2014,M,Black or African American,12,74284,55-64
Pennsylvania,2014,M,White,73,764123,55-64
Pennsylvania,2014,F,White,11,549786,65-74
Rhode Island,2000,M,White,21,76102,35-44
Rhode Island,2001,M,White,12,59011,25-34
Rhode Island,2001,M,White,19,75604,35-44
Rhode Island,2001,M,White,12,67101,45-54
Rhode Island,2002,M,White,26,74759,35-44
Rhode Island,2002,M,White,11,67538,45-54
Rhode Island,2003,F,White,10,60070,25-34
Rhode Island,2003,M,White,12,57980,25-34
Rhode Island,2003,M,White,34,73426,35-44
Rhode Island,2003,M,White,22,68678,45-54
Rhode Island,2004,M,White,10,57208,25-34
Rhode Island,2004,M,White,17,72042,35-44
Rhode Island,2004,M,White,10,69411,45-54
Rhode Island,2005,F,White,13,73278,35-44
Rhode Island,2005,M,White,21,70192,35-44
Rhode Island,2005,F,White,14,74512,45-54
Rhode Island,2005,M,White,28,69673,45-54
Rhode Island,2006,M,White,21,54017,25-34
Rhode Island,2006,M,White,29,67691,35-44
Rhode Island,2006,M,White,33,70418,45-54
Rhode Island,2007,M,White,15,65349,35-44
Rhode Island,2007,M,White,26,70833,45-54
Rhode Island,2008,M,White,19,53235,25-34
Rhode Island,2008,M,White,24,62762,35-44
Rhode Island,2008,F,White,13,75938,45-54
Rhode Island,2008,M,White,25,70928,45-54
Rhode Island,2008,M,White,15,54956,55-64
Rhode Island,2009,M,White,13,68789,15-24
Rhode Island,2009,M,White,10,52879,25-34
Rhode Island,2009,M,White,20,59966,35-44
Rhode Island,2009,F,White,12,75900,45-54
Rhode Island,2009,M,White,21,71221,45-54
Rhode Island,2010,M,White,12,53002,25-34
Rhode Island,2010,M,White,21,58392,35-44
Rhode Island,2010,F,White,14,75621,45-54
Rhode Island,2010,M,White,24,70928,45-54
Rhode Island,2011,F,White,14,53821,25-34
Rhode Island,2011,M,White,15,53834,25-34
Rhode Island,2011,M,White,20,56001,35-44
Rhode Island,2011,F,White,16,74451,45-54
Rhode Island,2011,M,White,25,69530,45-54
Rhode Island,2011,F,White,11,65027,55-64
Rhode Island,2011,M,White,14,60386,55-64
Rhode Island,2012,M,White,21,54671,25-34
Rhode Island,2012,M,White,25,54324,35-44
Rhode Island,2012,F,White,17,73126,45-54
Rhode Island,2012,M,White,27,68316,45-54
Rhode Island,2012,M,White,20,60624,55-64
Rhode Island,2013,M,White,10,65689,15-24
Rhode Island,2013,M,White,36,56644,25-34
Rhode Island,2013,M,White,30,53130,35-44
Rhode Island,2013,F,White,22,71623,45-54
Rhode Island,2013,M,White,45,67008,45-54
Rhode Island,2013,M,White,11,61638,55-64
Rhode Island,2014,F,White,12,56276,25-34
Rhode Island,2014,M,White,41,57995,25-34
Rhode Island,2014,F,White,13,54140,35-44
Rhode Island,2014,M,White,34,52279,35-44
Rhode Island,2014,F,White,16,70172,45-54
Rhode Island,2014,M,White,29,65627,45-54
Rhode Island,2014,F,White,13,67813,55-64
Rhode Island,2014,M,White,17,62214,55-64
South Carolina,1999,M,White,15,216747,35-44
South Carolina,2000,M,White,12,196527,25-34
South Carolina,2000,M,White,18,217529,35-44
South Carolina,2000,M,White,16,193808,45-54
South Carolina,2001,M,White,12,193308,25-34
South Carolina,2001,M,White,17,217034,35-44
South Carolina,2002,M,White,18,193682,25-34
South Carolina,2002,M,White,22,214935,35-44
South Carolina,2002,F,White,10,206944,45-54
South Carolina,2003,M,White,13,193169,25-34
South Carolina,2003,F,White,13,209910,35-44
South Carolina,2003,M,White,22,212983,35-44
South Carolina,2003,F,White,10,209266,45-54
South Carolina,2003,M,White,10,203631,45-54
South Carolina,2004,M,White,11,200682,15-24
South Carolina,2004,M,White,17,193844,25-34
South Carolina,2004,F,White,20,209711,35-44
South Carolina,2004,M,White,24,213124,35-44
South Carolina,2004,F,White,13,212634,45-54
South Carolina,2004,M,White,19,206686,45-54
South Carolina,2005,M,White,15,203483,15-24
South Carolina,2005,M,White,18,193592,25-34
South Carolina,2005,F,White,13,209814,35-44
South Carolina,2005,M,White,25,213685,35-44
South Carolina,2005,F,White,19,216814,45-54
South Carolina,2005,M,White,23,210442,45-54
South Carolina,2006,M,White,22,206805,15-24
South Carolina,2006,F,White,19,188849,25-34
South Carolina,2006,M,White,24,194848,25-34
South Carolina,2006,F,White,22,210962,35-44
South Carolina,2006,M,White,32,215521,35-44
South Carolina,2006,F,White,27,222376,45-54
South Carolina,2006,M,White,26,215538,45-54
South Carolina,2006,M,White,15,184505,55-64
South Carolina,2007,M,White,14,211644,15-24
South Carolina,2007,M,White,17,195977,25-34
South Carolina,2007,F,White,20,212049,35-44
South Carolina,2007,M,White,27,216602,35-44
South Carolina,2007,F,White,36,226816,45-54
South Carolina,2007,M,White,28,220170,45-54
South Carolina,2007,F,White,16,204243,55-64
South Carolina,2008,M,White,14,214613,15-24
South Carolina,2008,F,White,13,193134,25-34
South Carolina,2008,M,White,27,199576,25-34
South Carolina,2008,F,White,20,211855,35-44
South Carolina,2008,M,White,23,216516,35-44
South Carolina,2008,F,White,28,230324,45-54
South Carolina,2008,M,White,41,224423,45-54
South Carolina,2008,F,White,10,211194,55-64
South Carolina,2008,M,White,11,196967,55-64
South Carolina,2009,F,White,12,203391,15-24
South Carolina,2009,M,White,11,217074,15-24
South Carolina,2009,M,White,31,201281,25-34
South Carolina,2009,F,White,21,209562,35-44
South Carolina,2009,M,White,25,213559,35-44
South Carolina,2009,F,White,33,233780,45-54
South Carolina,2009,M,White,35,227433,45-54
South Carolina,2009,F,White,10,217388,55-64
South Carolina,2009,M,White,12,201712,55-64
South Carolina,2010,M,White,18,218002,15-24
South Carolina,2010,F,White,22,196007,25-34
South Carolina,2010,M,White,36,202864,25-34
South Carolina,2010,F,White,26,207211,35-44
South Carolina,2010,M,White,24,211028,35-44
South Carolina,2010,F,White,35,234294,45-54
South Carolina,2010,M,White,45,228313,45-54
South Carolina,2010,F,White,11,222785,55-64
South Carolina,2010,M,White,16,205830,55-64
South Carolina,2011,M,White,20,218373,15-24
South Carolina,2011,F,White,15,199440,25-34
South Carolina,2011,M,White,37,205608,25-34
South Carolina,2011,F,White,24,204518,35-44
South Carolina,2011,M,White,30,208208,35-44
South Carolina,2011,F,White,34,233109,45-54
South Carolina,2011,M,White,31,228056,45-54
South Carolina,2011,F,White,10,230939,55-64
South Carolina,2011,M,White,15,212239,55-64
South Carolina,2012,M,White,18,219340,15-24
South Carolina,2012,F,White,18,201183,25-34
South Carolina,2012,M,White,30,207401,25-34
South Carolina,2012,F,White,18,204321,35-44
South Carolina,2012,M,White,35,208061,35-44
South Carolina,2012,F,White,28,231544,45-54
South Carolina,2012,M,White,23,226454,45-54
South Carolina,2012,F,White,16,231222,55-64
South Carolina,2012,M,White,16,211752,55-64
South Carolina,2013,F,White,20,203941,25-34
South Carolina,2013,M,White,28,208729,25-34
South Carolina,2013,F,White,25,205165,35-44
South Carolina,2013,M,White,31,208136,35-44
South Carolina,2013,F,White,37,230986,45-54
South Carolina,2013,M,White,36,225981,45-54
South Carolina,2013,F,White,13,234285,55-64
South Carolina,2013,M,White,17,213915,55-64
South Carolina,2014,M,White,23,220501,15-24
South Carolina,2014,F,White,18,209519,25-34
South Carolina,2014,M,White,58,212663,25-34
South Carolina,2014,F,White,56,204976,35-44
South Carolina,2014,M,White,51,207490,35-44
South Carolina,2014,F,White,67,230912,45-54
South Carolina,2014,M,White,73,226138,45-54
South Carolina,2014,F,White,46,238241,55-64
South Carolina,2014,M,White,55,217041,55-64
South Carolina,2014,F,White,12,190022,65-74
Tennessee,1999,M,White,10,335729,25-34
Tennessee,1999,F,White,13,371282,35-44
Tennessee,1999,M,White,24,367612,35-44
Tennessee,1999,M,White,14,321822,45-54
Tennessee,2000,F,White,14,372032,35-44
Tennessee,2000,M,White,32,368275,35-44
Tennessee,2000,F,White,11,336331,45-54
Tennessee,2000,M,White,12,328771,45-54
Tennessee,2001,M,White,11,318579,15-24
Tennessee,2001,M,White,19,327281,25-34
Tennessee,2001,F,White,17,368979,35-44
Tennessee,2001,M,White,38,366333,35-44
Tennessee,2001,F,White,13,348531,45-54
Tennessee,2001,M,White,20,340133,45-54
Tennessee,2002,F,White,14,312885,25-34
Tennessee,2002,M,White,20,323766,25-34
Tennessee,2002,F,White,35,364231,35-44
Tennessee,2002,M,White,30,362063,35-44
Tennessee,2002,F,White,15,350055,45-54
Tennessee,2002,M,White,25,340328,45-54
Tennessee,2003,F,White,11,307767,15-24
Tennessee,2003,M,White,25,317730,15-24
Tennessee,2003,F,White,17,312692,25-34
Tennessee,2003,M,White,44,321242,25-34
Tennessee,2003,F,White,48,359922,35-44
Tennessee,2003,M,White,55,357923,35-44
Tennessee,2003,F,White,24,354249,45-54
Tennessee,2003,M,White,40,343172,45-54
Tennessee,2003,F,White,12,274505,55-64
Tennessee,2004,F,White,12,308243,15-24
Tennessee,2004,M,White,23,322429,15-24
Tennessee,2004,F,White,19,313909,25-34
Tennessee,2004,M,White,55,321839,25-34
Tennessee,2004,F,White,48,356517,35-44
Tennessee,2004,M,White,65,356281,35-44
Tennessee,2004,F,White,54,357357,45-54
Tennessee,2004,M,White,61,346850,45-54
Tennessee,2004,F,White,11,285698,55-64
Tennessee,2004,M,White,10,271393,55-64
Tennessee,2005,F,White,13,311113,15-24
Tennessee,2005,M,White,34,325577,15-24
Tennessee,2005,F,White,43,315009,25-34
Tennessee,2005,M,White,53,321559,25-34
Tennessee,2005,F,White,60,355354,35-44
Tennessee,2005,M,White,74,356220,35-44
Tennessee,2005,F,White,59,363618,45-54
Tennessee,2005,M,White,62,352334,45-54
Tennessee,2005,F,White,20,296295,55-64
Tennessee,2005,M,White,11,281861,55-64
Tennessee,2006,F,White,15,311892,15-24
Tennessee,2006,M,White,39,324395,15-24
Tennessee,2006,F,White,34,317352,25-34
Tennessee,2006,M,White,70,321090,25-34
Tennessee,2006,F,White,53,356844,35-44
Tennessee,2006,M,White,59,357910,35-44
Tennessee,2006,F,White,66,371245,45-54
Tennessee,2006,M,White,72,358682,45-54
Tennessee,2006,F,White,20,307660,55-64
Tennessee,2006,M,White,20,293094,55-64
Tennessee,2007,F,White,13,315496,15-24
Tennessee,2007,M,White,41,330171,15-24
Tennessee,2007,F,White,41,318317,25-34
Tennessee,2007,M,White,63,323587,25-34
Tennessee,2007,F,White,52,355343,35-44
Tennessee,2007,M,White,73,358129,35-44
Tennessee,2007,F,White,55,376372,45-54
Tennessee,2007,M,White,68,363654,45-54
Tennessee,2007,F,White,26,317796,55-64
Tennessee,2007,M,White,18,301631,55-64
Tennessee,2008,F,White,10,318305,15-24
Tennessee,2008,M,White,38,328952,15-24
Tennessee,2008,F,White,24,319628,25-34
Tennessee,2008,M,White,58,322248,25-34
Tennessee,2008,F,White,54,352267,35-44
Tennessee,2008,M,White,74,354570,35-44
Tennessee,2008,F,White,63,382201,45-54
Tennessee,2008,M,White,74,369351,45-54
Tennessee,2008,F,White,26,326518,55-64
Tennessee,2008,M,White,21,308289,55-64
Tennessee,2009,F,White,13,320746,15-24
Tennessee,2009,M,White,39,332266,15-24
Tennessee,2009,F,White,44,321018,25-34
Tennessee,2009,M,White,63,324239,25-34
Tennessee,2009,F,White,48,345970,35-44
Tennessee,2009,M,White,88,348815,35-44
Tennessee,2009,F,White,73,384909,45-54
Tennessee,2009,M,White,74,372232,45-54
Tennessee,2009,F,White,34,335674,55-64
Tennessee,2009,M,White,26,315911,55-64
Tennessee,2010,F,White,14,322210,15-24
Tennessee,2010,M,White,42,332500,15-24
Tennessee,2010,F,White,45,321305,25-34
Tennessee,2010,M,White,91,324273,25-34
Tennessee,2010,F,White,53,342091,35-44
Tennessee,2010,M,White,91,344392,35-44
Tennessee,2010,F,White,87,385869,45-54
Tennessee,2010,M,White,109,373303,45-54
Tennessee,2010,F,White,27,343650,55-64
Tennessee,2010,M,White,39,322566,55-64
Tennessee,2011,F,White,12,322174,15-24
Tennessee,2011,M,White,34,333981,15-24
Tennessee,2011,F,White,44,325896,25-34
Tennessee,2011,M,White,85,327582,25-34
Tennessee,2011,F,White,75,337190,35-44
Tennessee,2011,M,White,89,339456,35-44
Tennessee,2011,F,White,91,382502,45-54
Tennessee,2011,M,White,89,370910,45-54
Tennessee,2011,F,White,29,356078,55-64
Tennessee,2011,M,White,38,332840,55-64
Tennessee,2012,F,White,13,323899,15-24
Tennessee,2012,M,White,34,336908,15-24
Tennessee,2012,F,White,45,328002,25-34
Tennessee,2012,M,White,103,329531,25-34
Tennessee,2012,F,White,84,335388,35-44
Tennessee,2012,M,White,100,337547,35-44
Tennessee,2012,F,White,95,377319,45-54
Tennessee,2012,M,White,100,366554,45-54
Tennessee,2012,F,White,41,356489,55-64
Tennessee,2012,M,White,41,332356,55-64
Tennessee,2012,F,White,10,249019,65-74
Tennessee,2013,M,White,40,338381,15-24
Tennessee,2013,F,White,51,328760,25-34
Tennessee,2013,M,White,81,328362,25-34
Tennessee,2013,F,White,75,334808,35-44
Tennessee,2013,M,White,109,336303,35-44
Tennessee,2013,F,White,106,373086,45-54
Tennessee,2013,M,White,91,363012,45-54
Tennessee,2013,F,White,74,359531,55-64
Tennessee,2013,M,White,51,334273,55-64
Tennessee,2013,M,White,12,235199,65-74
Tennessee,2014,F,White,11,326673,15-24
Tennessee,2014,M,White,36,339851,15-24
Tennessee,2014,F,White,58,332983,25-34
Tennessee,2014,M,White,128,331330,25-34
Tennessee,2014,F,White,84,333774,35-44
Tennessee,2014,M,White,117,333511,35-44
Tennessee,2014,F,White,111,370094,45-54
Tennessee,2014,M,White,140,361019,45-54
Tennessee,2014,F,White,61,362901,55-64
Tennessee,2014,M,White,56,336993,55-64
Tennessee,2014,F,White,11,270390,65-74
Texas,1999,M,White,37,1346437,15-24
Texas,1999,F,White,18,1271117,25-34
Texas,1999,M,White,59,1332460,25-34
Texas,1999,F,White,32,1367474,35-44
Texas,1999,M,White,87,1398953,35-44
Texas,1999,F,White,22,1084594,45-54
Texas,1999,M,White,33,1071753,45-54
Texas,1999,F,White,10,703171,55-64
Texas,2000,M,White,39,1370236,15-24
Texas,2000,F,White,19,1274205,25-34
Texas,2000,M,White,43,1342113,25-34
Texas,2000,F,White,39,1371593,35-44
Texas,2000,M,Black or African American,11,196717,35-44
Texas,2000,M,White,87,1405239,35-44
Texas,2000,F,White,29,1118239,45-54
Texas,2000,M,White,52,1106510,45-54
Texas,2000,F,White,14,719383,55-64
Texas,2001,F,White,10,1303397,15-24
Texas,2001,M,White,52,1409204,15-24
Texas,2001,F,White,26,1282080,25-34
Texas,2001,M,White,76,1347332,25-34
Texas,2001,F,White,48,1375824,35-44
Texas,2001,M,White,126,1408700,35-44
Texas,2001,F,White,54,1173821,45-54
Texas,2001,M,Black or African American,10,146463,45-54
Texas,2001,M,White,73,1162439,45-54
Texas,2001,F,White,17,746405,55-64
Texas,2001,M,White,14,706399,55-64
Texas,2002,F,White,16,1327383,15-24
Texas,2002,M,White,81,1437752,15-24
Texas,2002,F,White,40,1293737,25-34
Texas,2002,M,White,77,1355805,25-34
Texas,2002,F,White,71,1367372,35-44
